Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J1,TYPE-C-31-M-12,USB_TYPE-C,27.245,-6.0,90.0,top
R1,10k,R_0402_1005Metric,19.917,-8.944049,90.0,top
R2,5.1k,R_0402_1005Metric,22.425,-3.72,90.0,top
R3,5.1k,R_0402_1005Metric,22.425,-8.050001,-90.0,top
SW1,KMR221GLFS,KEY-SMD_KMR2XXGXXX,10.445,-9.835,0.0,top
SW3,KMR221GLFS,KEY-SMD_KMR2XXGXXX,10.435,-2.5615,0.0,top
U1,RT9080-33GJ5,TSOT-23-5_L2.9-W1.6-P0.95-LS2.8-BL,17.282,-8.86,270.0,top
