Comment,Designator,Footprint,LCSC
XL-1010RGBC-WS2812B,"U1,U2,U3,U4,U5,U6,U7,U8,U9",kicad_lceda:LED-SMD_4P-L1.0-W1.0-TL_XL-1010RGBC-WS2812B,C5349953
