Designator,Mid X,Mid Y,Layer,Rotation
C14,24.32,-48.20,T,270.00
C14,62.27,-48.20,T,270.00
C14,43.30,-32.64,T,270.00
C14,62.27,-32.64,T,270.00
C14,43.30,-17.08,T,270.00
C14,62.27,-17.08,T,270.00
C14,24.32,-32.64,T,270.00
R1,11.03,-33.72,T,90.00
R1,48.97,-18.16,T,90.00
R1,48.97,-33.72,T,90.00
R1,30.00,-33.72,T,90.00
R1,30.00,-18.16,T,90.00
R1,48.97,-49.28,T,90.00
R1,30.00,-49.28,T,90.00
R1,11.03,-18.16,T,90.00
R1,11.03,-49.28,T,90.00
R2,11.05,-21.42,T,90.00
R2,11.05,-36.98,T,90.00
R2,48.99,-52.54,T,90.00
R2,48.99,-36.98,T,90.00
R2,11.05,-52.54,T,90.00
R2,48.99,-21.42,T,90.00
R2,30.02,-52.54,T,90.00
R2,30.02,-36.98,T,90.00
R2,30.02,-21.42,T,90.00
R3,53.21,-53.96,T,270.00
R3,34.24,-53.96,T,270.00
R3,34.24,-22.84,T,270.00
R3,15.27,-53.96,T,270.00
R3,53.21,-38.40,T,270.00
R3,15.27,-22.84,T,270.00
R3,15.27,-38.40,T,270.00
R3,53.21,-22.84,T,270.00
R3,34.24,-38.40,T,270.00
R5,43.30,-28.69,T,270.00
R5,43.30,-13.13,T,270.00
R5,24.32,-28.69,T,270.00
R5,62.27,-13.13,T,270.00
R5,43.30,-44.25,T,270.00
R5,24.32,-44.25,T,270.00
R5,24.32,-13.13,T,270.00
R5,62.27,-28.69,T,270.00
R5,62.27,-44.25,T,270.00
R6,24.32,-46.23,T,90.00
R6,62.27,-15.12,T,90.00
R6,43.30,-15.12,T,90.00
R6,62.27,-46.23,T,90.00
R6,43.30,-30.68,T,90.00
R6,24.32,-30.68,T,90.00
R6,24.32,-15.12,T,90.00
R6,43.30,-46.23,T,90.00
R6,62.27,-30.68,T,90.00
R9,54.73,-39.00,T,270.00
R9,16.80,-23.44,T,270.00
R9,54.73,-23.44,T,270.00
R9,35.77,-39.00,T,270.00
R9,16.80,-39.00,T,270.00
R9,35.77,-54.56,T,270.00
R9,16.80,-54.56,T,270.00
R9,35.77,-23.44,T,270.00
R9,54.73,-54.56,T,270.00
R10,18.07,-23.44,T,270.00
R10,56.02,-23.44,T,270.00
R10,37.05,-54.56,T,270.00
R10,56.02,-39.00,T,270.00
R10,18.07,-54.56,T,270.00
R10,37.05,-23.44,T,270.00
R10,37.05,-39.00,T,270.00
R10,56.02,-54.56,T,270.00
R10,18.07,-39.00,T,270.00
R11,38.33,-39.00,T,270.00
R11,38.33,-54.56,T,270.00
R11,19.36,-54.56,T,270.00
R11,57.30,-39.00,T,270.00
R11,57.30,-23.44,T,270.00
R11,38.33,-23.44,T,270.00
R11,19.36,-39.00,T,270.00
R11,57.30,-54.56,T,270.00
R11,19.36,-23.44,T,270.00
R12,31.95,-12.70,T,0.00
R12,50.91,-12.70,T,0.00
R12,31.95,-28.26,T,0.00
R12,12.97,-28.26,T,0.00
R12,50.91,-43.82,T,0.00
R12,12.97,-12.70,T,0.00
R12,12.97,-43.82,T,0.00
R12,31.95,-43.82,T,0.00
R12,50.91,-28.26,T,0.00
SW1,47.27,-39.08,T,0.00
SW1,47.27,-23.52,T,0.00
SW1,9.34,-39.08,T,0.00
SW1,47.27,-54.64,T,0.00
SW1,9.34,-23.52,T,0.00
SW1,28.30,-23.52,T,0.00
SW1,9.34,-54.64,T,0.00
SW1,28.30,-39.08,T,0.00
SW1,28.30,-54.64,T,0.00
U1,53.67,-48.70,T,270.00
U1,15.73,-17.57,T,270.00
U1,53.67,-33.13,T,270.00
U1,15.73,-33.13,T,270.00
U1,34.70,-48.70,T,270.00
U1,15.73,-48.70,T,270.00
U1,53.67,-17.57,T,270.00
U1,34.70,-33.13,T,270.00
U1,34.70,-17.57,T,270.00
U2,60.39,-15.06,T,180.00
U2,22.45,-15.06,T,180.00
U2,41.42,-15.06,T,180.00
U2,22.45,-46.18,T,180.00
U2,41.42,-46.18,T,180.00
U2,60.39,-30.62,T,180.00
U2,22.45,-30.62,T,180.00
U2,60.39,-46.18,T,180.00
U2,41.42,-30.62,T,180.00
U5,27.01,-41.33,T,0.00
U5,27.01,-25.77,T,0.00
U5,45.98,-56.89,T,0.00
U5,8.04,-56.89,T,0.00
U5,8.04,-25.77,T,0.00
U5,45.98,-25.77,T,0.00
U5,45.98,-41.33,T,0.00
U5,8.04,-41.33,T,0.00
U5,27.01,-56.89,T,0.00
X1,8.82,-48.37,T,90.00
X1,46.76,-48.37,T,90.00
X1,8.82,-17.25,T,90.00
X1,46.76,-32.81,T,90.00
X1,27.79,-17.25,T,90.00
X1,8.82,-32.81,T,90.00
X1,46.76,-17.25,T,90.00
X1,27.79,-48.37,T,90.00
X1,27.79,-32.81,T,90.00
